time_minutes,Applied_Voltage,Leakage_Current_microampere
0,1.007554,0.0038499999999999997
30,4.011488,0.0103
60,7.021188,0.018699999999999998
90,10.06371,0.0269
120,13.05175,0.0349
150,16.06106,0.0426
180,19.06839,0.0499
210,22.05592,0.0569
240,25.11939,0.065
270,28.10904,0.0728
300,31.11531,0.0809
330,34.10518,0.0891
360,37.10891,0.0975
390,40.15341,0.106
420,43.15983,0.11499999999999999
450,46.14858,0.125
480,49.15611,0.13699999999999998
510,52.16451,0.149
540,55.2085,0.161
570,58.21496,0.167
600,61.20321,0.184
630,64.20985,0.197
660,67.19885,0.21
690,70.26025,0.223
720,73.24953,0.236
750,76.25942,0.248
780,79.24762,0.261
810,82.25636,0.275
840,85.3035,0.288
870,88.30963,0.301
900,91.2991,0.315
930,94.30942,0.329
960,97.31769,0.342
990,100.3619,0.35600000000000004
1020,103.3722,0.371
1050,106.3603,0.384
1080,109.3687,0.399
1110,112.3556,0.413
1140,115.4195,0.42800000000000005
1170,118.4096,0.442
1200,121.4169,0.45699999999999996
1230,124.4072,0.47300000000000003
1260,127.4151,0.48699999999999993
1290,130.4603,0.504
1320,133.4702,0.519
1350,136.459,0.5349999999999999
1380,139.4665,0.551
1410,142.4759,0.568
1440,145.5204,0.585
1470,148.5282,0.602
1500,151.5189,0.618
1530,154.5264,0.636
1560,157.5148,0.654
1590,160.5777,0.6719999999999999
1620,163.5663,0.6910000000000001
1650,166.5736,0.71
1680,169.5635,0.728
1710,172.5697,0.75
1740,175.616,0.769
1770,178.6215,0.788
1800,181.6111,0.8099999999999999
1830,184.6185,0.828
1860,187.6222,0.848
1890,190.6671,0.871
1920,193.6742,0.888
1950,196.6619,0.9099999999999999
1980,199.6691,0.9309999999999999
2010,202.6574,0.9490000000000001
2040,205.7227,0.9739999999999999
2070,208.7132,0.9930000000000001
2100,211.7189,1.01
2130,214.7087,1.04
2160,217.7302,1.0499999999999998
2190,220.3952,1.0499999999999998
2220,223.7581,1.0499999999999998
2250,226.7476,1.0699999999999998
2280,229.756,1.0899999999999999
2310,232.7651,1.1
2340,235.8086,1.13
2370,238.8181,1.15
2400,241.8077,1.17
2430,244.8167,1.19
2460,247.8062,1.21
2490,250.8704,1.23
2520,253.8597,1.25
2550,256.8691,1.27
2580,259.8579,1.29
2610,262.8622,1.31
2640,265.9084,1.33
2670,268.9152,1.3599999999999999
2700,271.9226,1.38
2730,274.9134,1.4
2760,277.9213,1.42
2790,280.9671,1.44
2820,283.9752,1.47
2850,286.9661,1.49
2880,289.9743,1.51
2910,292.9635,1.53
2940,296.0258,1.56
2970,299.0174,1.5799999999999998
3000,302.026,1.5999999999999999
3030,305.0146,1.6199999999999999
3060,308.078,1.6500000000000001
3090,311.0659,1.6700000000000002
3120,314.0738,1.69
3150,317.0807,1.72
3180,320.0702,1.74
3210,323.1161,1.77
3240,326.1217,1.79
3270,329.1296,1.81
3300,332.1188,1.8399999999999999
3330,335.1247,1.8599999999999999
3360,338.1696,1.89
3390,341.1738,1.91
3420,344.1632,1.9400000000000002
3450,347.1692,1.96
3480,350.1592,1.99
3510,353.2217,2.01
3540,356.21,2.04
3570,359.2186,2.0700000000000003
3600,362.2262,2.09
3630,365.2149,2.12
3660,368.2599,2.1399999999999997
3690,371.2683,2.17
3720,374.2737,2.2
3750,377.2621,2.2199999999999998
3780,380.2716,2.25
3810,383.3166,2.2800000000000002
3840,386.3245,2.31
3870,389.3144,2.33
3900,392.322,2.36
3930,395.3115,2.39
3960,398.3777,2.42
3990,401.3665,2.44
4020,404.3752,2.47
4050,407.3834,2.5
4080,410.3719,2.53
4110,413.4177,2.56
4140,416.4229,2.5900000000000003
4170,419.4293,2.62
4200,422.4196,2.65
4230,425.4274,2.68
4260,428.4738,2.71
4290,431.4809,2.73
4320,434.4713,2.76
4350,437.4801,2.79
4380,440.4693,2.83
4410,443.5327,2.8600000000000003
4440,446.5243,2.8899999999999997
4470,449.5306,2.92
4500,452.5374,2.95
4530,455.5267,2.98
4560,458.5724,3.01
4590,461.5806,3.04
4620,464.5861,3.08
4650,467.5763,3.11
4680,470.5821,3.14
4710,473.6284,3.17
4740,476.6353,3.21
4770,479.6263,3.2399999999999998
4800,482.6325,3.27
4830,485.6382,3.3000000000000003
4860,488.685,3.3400000000000003
4890,491.6689,3.37
4920,494.6773,3.41
4950,497.6829,3.44
4980,500.6704,3.4699999999999998
5010,503.7174,3.51
5040,506.7229,3.54
5070,509.731,3.58
5100,512.7216,3.6100000000000003
5130,515.728,3.6500000000000004
5160,518.7724,3.6799999999999997
5190,521.78,3.7199999999999998
5220,524.7667,3.76
5250,527.7756,3.79
5280,530.7835,3.8299999999999996
5310,533.8296,3.87
5340,536.8196,3.9
5370,539.8279,3.9400000000000004
5400,542.8352,3.98
5430,545.8265,4.02
5460,548.8738,4.05
5490,551.8817,4.09
5520,554.8886,4.13
5550,557.8805,4.17
5580,560.8896,4.21
5610,563.933,4.25
5640,566.9368,4.289999999999999
5670,569.9282,4.33
5700,572.9365,4.37
5730,575.9457,4.41
5760,578.9899,4.45
5790,581.9794,4.49
5820,584.9874,4.53
5850,587.9969,4.57
5880,590.9866,4.61
5910,594.0328,4.66
5940,597.0408,4.7
5970,600.0488,4.74
6000,1.007328,0.00561
6030,4.013,0.012
6060,7.019596,0.019799999999999998
6090,10.06563,0.0286
6120,13.05458,0.037
6150,16.0619,0.044899999999999995
6180,19.07022,0.0523
6210,22.05605,0.059699999999999996
6240,25.12002,0.0688
6270,28.10977,0.0769
6300,31.11608,0.0855
6330,34.10432,0.0934
6360,37.10812,0.102
6390,40.15437,0.11
6420,43.16221,0.12
6450,46.15014,0.131
6480,49.15701,0.142
6510,52.16502,0.155
6540,55.21086,0.167
6570,58.21545,0.173
6600,61.20464,0.19
6630,64.21047,0.203
6660,67.20087,0.216
6690,70.2625,0.229
6720,73.25133,0.24200000000000002
6750,76.2597,0.255
6780,79.24879,0.268
6810,82.25693,0.28099999999999997
6840,85.30342,0.29400000000000004
6870,88.31148,0.308
6900,91.30064,0.32099999999999995
6930,94.31077,0.335
6960,97.31926,0.34900000000000003
6990,100.3641,0.363
7020,103.3717,0.377
7050,106.361,0.391
7080,109.3694,0.40499999999999997
7110,112.3547,0.419
7140,115.4181,0.434
7170,118.4089,0.448
7200,121.4174,0.464
7230,124.4068,0.479
7260,127.4148,0.49399999999999994
7290,130.4615,0.511
7320,133.4701,0.5249999999999999
7350,136.4585,0.541
7380,139.4675,0.5579999999999999
7410,142.4751,0.5740000000000001
7440,145.5198,0.5910000000000001
7470,148.5288,0.607
7500,151.5196,0.624
7530,154.5251,0.643
7560,157.5151,0.66
7590,160.5776,0.6799999999999999
7620,163.5659,0.699
7650,166.5743,0.716
7680,169.5638,0.736
7710,172.5697,0.756
7740,175.6157,0.774
7770,178.6218,0.795
7800,181.6118,0.814
7830,184.6193,0.834
7860,187.6231,0.8560000000000001
7890,190.6687,0.876
7920,193.6747,0.895
7950,196.6634,0.9169999999999999
7980,199.672,0.936
8010,202.6594,0.9569999999999999
8040,205.7228,0.98
8070,208.7135,0.9969999999999999
8100,211.7207,1.02
8130,214.7087,1.04
8160,217.7274,1.0499999999999998
8190,220.155,1.0499999999999998
8220,223.7586,1.0499999999999998
8250,226.7477,1.0699999999999998
8280,229.7562,1.0899999999999999
8310,232.7654,1.1099999999999999
8340,235.8101,1.13
8370,238.8191,1.15
8400,241.8086,1.17
8430,244.8163,1.19
8460,247.8071,1.21
8490,250.8703,1.23
8520,253.8594,1.25
8550,256.8685,1.27
8580,259.857,1.29
8610,262.8628,1.32
8640,265.9092,1.34
8670,268.9156,1.3599999999999999
8700,271.9245,1.38
8730,274.914,1.4
8760,277.9209,1.42
8790,280.9669,1.4500000000000002
8820,283.9769,1.47
8850,286.965,1.49
8880,289.9743,1.51
8910,292.9635,1.53
8940,296.0271,1.56
8970,299.0167,1.5799999999999998
9000,302.0262,1.5999999999999999
9030,305.0149,1.6300000000000001
9060,308.0776,1.6500000000000001
9090,311.066,1.6700000000000002
9120,314.0751,1.7
9150,317.0812,1.72
9180,320.0687,1.74
9210,323.1158,1.77
9240,326.1221,1.79
9270,329.1303,1.81
9300,332.1187,1.8399999999999999
9330,335.1254,1.8599999999999999
9360,338.17,1.89
9390,341.174,1.91
9420,344.1633,1.9400000000000002
9450,347.1713,1.96
9480,350.1598,1.99
9510,353.2224,2.01
9540,356.2099,2.04
9570,359.2186,2.06
9600,362.2272,2.09
9630,365.2161,2.12
9660,368.2598,2.1399999999999997
9690,371.2678,2.17
9720,374.273,2.1900000000000004
9750,377.262,2.2199999999999998
9780,380.2716,2.25
9810,383.3165,2.27
9840,386.3246,2.3
9870,389.3154,2.33
9900,392.3224,2.36
9930,395.3116,2.38
9960,398.3777,2.4099999999999997
9990,401.3668,2.44
10020,404.3744,2.47
10050,407.3819,2.5
10080,410.3705,2.52
10110,413.4163,2.5500000000000003
10140,416.4221,2.58
10170,419.4299,2.61
10200,422.4211,2.64
10230,425.4279,2.67
10260,428.4738,2.7
10290,431.4818,2.73
10320,434.4717,2.76
10350,437.4807,2.79
10380,440.47,2.8200000000000003
10410,443.5318,2.8499999999999996
10440,446.5228,2.88
10470,449.5304,2.91
10500,452.5376,2.94
10530,455.5288,2.9699999999999998
10560,458.5732,3.0
10590,461.5797,3.03
10620,464.586,3.06
10650,467.5757,3.1
10680,470.5834,3.13
10710,473.6284,3.1599999999999997
10740,476.6352,3.19
10770,479.6253,3.23
10800,482.6331,3.2600000000000002
10830,485.6383,3.29
10860,488.6842,3.33
10890,491.6666,3.36
10920,494.6772,3.39
10950,497.6827,3.43
10980,500.6734,3.46
11010,503.7177,3.49
11040,506.7244,3.5300000000000002
11070,509.7319,3.5599999999999996
11100,512.7216,3.5999999999999996
11130,515.7288,3.63
11160,518.7729,3.67
11190,521.7801,3.7
11220,524.7701,3.74
11250,527.7756,3.78
11280,530.7838,3.81
11310,533.8302,3.8500000000000005
11340,536.8216,3.89
11370,539.8291,3.92
11400,542.8372,3.9600000000000004
11430,545.8264,4.0
11460,548.8737,4.04
11490,551.8811,4.07
11520,554.889,4.109999999999999
11550,557.8804,4.15
11580,560.8879,4.1899999999999995
11610,563.9315,4.23
11640,566.9371,4.27
11670,569.9282,4.3100000000000005
11700,572.9346,4.35
11730,575.9444,4.390000000000001
11760,578.9918,4.43
11790,581.9797,4.470000000000001
11820,584.9872,4.51
11850,587.9984,4.55
11880,590.9854,4.59
11910,594.0339,4.63
11940,597.04,4.68
11970,600.0493,4.72
12000,1.007544,0.00387
12030,4.012818,0.009840000000000002
12060,7.020622,0.0172
12090,10.06712,0.024999999999999998
12120,13.05298,0.032299999999999995
12150,16.06063,0.0393
12180,19.06981,0.0461
12210,22.05886,0.0526
12240,25.11886,0.0602
12270,28.10963,0.0676
12300,31.117,0.0752
12330,34.10474,0.08259999999999999
12360,37.10919,0.09
12390,40.15348,0.0978
12420,43.16329,0.106
12450,46.15052,0.117
12480,49.15695,0.127
12510,52.16578,0.13799999999999998
12540,55.21102,0.149
12570,58.21588,0.155
12600,61.20414,0.171
12630,64.21207,0.18300000000000002
12660,67.20079,0.195
12690,70.26233,0.207
12720,73.25152,0.219
12750,76.26191,0.23099999999999998
12780,79.24922,0.243
12810,82.25669,0.255
12840,85.30381,0.268
12870,88.31175,0.28
12900,91.30058,0.29200000000000004
12930,94.31123,0.305
12960,97.31842,0.318
12990,100.3644,0.33099999999999996
13020,103.3713,0.34400000000000003
13050,106.3616,0.357
13080,109.3699,0.371
13110,112.3551,0.384
13140,115.4182,0.397
13170,118.4096,0.41100000000000003
13200,121.4171,0.425
13230,124.4062,0.439
13260,127.4157,0.453
13290,130.4616,0.468
13320,133.4692,0.482
13350,136.4588,0.49699999999999994
13380,139.466,0.512
13410,142.4752,0.527
13440,145.519,0.543
13470,148.527,0.5589999999999999
13500,151.5182,0.573
13530,154.5243,0.589
13560,157.5146,0.605
13590,160.5786,0.623
13620,163.5656,0.64
13650,166.5736,0.656
13680,169.5628,0.674
13710,172.5697,0.6950000000000001
13740,175.6144,0.711
13770,178.6228,0.73
13800,181.6117,0.749
13830,184.6178,0.765
13860,187.623,0.7859999999999999
13890,190.668,0.8059999999999999
13920,193.675,0.823
13950,196.6634,0.844
13980,199.6716,0.863
14010,202.6602,0.882
14040,205.7236,0.906
14070,208.715,0.922
14100,211.7211,0.9430000000000001
14130,214.7096,0.963
14160,217.7173,0.981
14190,220.7596,1.0
14220,223.7679,1.02
14250,226.7573,1.04
14280,229.7345,1.0499999999999998
14310,232.1792,1.0499999999999998
14340,235.8118,1.0499999999999998
14370,238.8198,1.0699999999999998
14400,241.8085,1.0899999999999999
14430,244.8191,1.1099999999999999
14460,247.8095,1.13
14490,250.8728,1.15
14520,253.8625,1.17
14550,256.8702,1.19
14580,259.8597,1.21
14610,262.8635,1.23
14640,265.9101,1.25
14670,268.9174,1.27
14700,271.9262,1.29
14730,274.9159,1.31
14760,277.9218,1.33
14790,280.968,1.35
14820,283.9762,1.37
14850,286.9666,1.3900000000000001
14880,289.9745,1.4100000000000001
14910,292.9636,1.4300000000000002
14940,296.0269,1.46
14970,299.0184,1.48
15000,302.026,1.5
15030,305.015,1.52
15060,308.0797,1.54
15090,311.0677,1.57
15120,314.075,1.59
15150,317.0809,1.61
15180,320.071,1.6300000000000001
15210,323.1169,1.66
15240,326.1225,1.68
15270,329.1299,1.7
15300,332.1194,1.72
15330,335.127,1.75
15360,338.1712,1.77
15390,341.1754,1.79
15420,344.1644,1.8199999999999998
15450,347.1718,1.8399999999999999
15480,350.1595,1.87
15510,353.222,1.89
15540,356.2118,1.91
15570,359.2202,1.9400000000000002
15600,362.2281,1.96
15630,365.2172,1.99
15660,368.261,2.01
15690,371.268,2.04
15720,374.2753,2.06
15750,377.2636,2.09
15780,380.273,2.1100000000000003
15810,383.3181,2.1399999999999997
15840,386.3253,2.17
15870,389.3153,2.1900000000000004
15900,392.3232,2.2199999999999998
15930,395.3138,2.24
15960,398.3789,2.27
15990,401.3674,2.3
16020,404.3751,2.32
16050,407.3825,2.35
16080,410.3734,2.38
16110,413.4179,2.4
16140,416.4244,2.43
16170,419.4315,2.46
16200,422.4224,2.4899999999999998
16230,425.429,2.52
16260,428.4741,2.54
16290,431.4826,2.57
16320,434.472,2.6
16350,437.4821,2.63
16380,440.4701,2.66
16410,443.5339,2.69
16440,446.5242,2.7199999999999998
16470,449.5297,2.75
16500,452.5394,2.77
16530,455.528,2.8
16560,458.5718,2.83
16590,461.5815,2.8600000000000003
16620,464.5876,2.9000000000000004
16650,467.5773,2.9299999999999997
16680,470.5847,2.96
16710,473.6289,2.99
16740,476.6362,3.02
16770,479.6269,3.05
16800,482.6337,3.08
16830,485.6419,3.11
16860,488.6859,3.14
16890,491.6707,3.18
16920,494.6797,3.21
16950,497.6845,3.2399999999999998
16980,500.6727,3.27
17010,503.7201,3.31
17040,506.7257,3.3400000000000003
17070,509.7332,3.37
17100,512.7242,3.41
17130,515.7313,3.44
17160,518.7747,3.4699999999999998
17190,521.7827,3.51
17220,524.7698,3.54
17250,527.778,3.58
17280,530.7863,3.6100000000000003
17310,533.8328,3.6500000000000004
17340,536.8223,3.6799999999999997
17370,539.8289,3.7199999999999998
17400,542.8385,3.75
17430,545.8282,3.79
17460,548.8756,3.82
17490,551.8835,3.8600000000000003
17520,554.8896,3.9
17550,557.8799,3.9299999999999997
17580,560.8894,3.97
17610,563.9336,4.01
17640,566.9374,4.05
17670,569.9287,4.08
17700,572.9359,4.12
17730,575.9459,4.16
17760,578.9916,4.199999999999999
17790,581.9809,4.24
17820,584.9891,4.279999999999999
17850,587.9977,4.32
17880,590.9866,4.359999999999999
17910,594.0316,4.4
17940,597.0396,4.4399999999999995
17970,600.0495,4.48
18000,1.009896,0.0043100000000000005
18030,4.013748,0.0118
18060,7.020504,0.017900000000000003
18090,10.06669,0.0262
18120,13.05297,0.0337
18150,16.05951,0.0409
18180,19.06853,0.0477
18210,22.05936,0.0548
18240,25.11843,0.062400000000000004
18270,28.11022,0.0699
18300,31.1161,0.0778
18330,34.10551,0.0854
18360,37.11003,0.093
18390,40.15462,0.101
18420,43.16171,0.11
18450,46.15106,0.12
18480,49.1576,0.131
18510,52.16614,0.142
18540,55.21193,0.153
18570,58.21613,0.159
18600,61.20523,0.175
18630,64.21105,0.187
18660,67.20177,0.19899999999999998
18690,70.26381,0.211
18720,73.25211,0.223
18750,76.26087,0.235
18780,79.25106,0.24699999999999997
18810,82.25858,0.25899999999999995
18840,85.30547,0.272
18870,88.3128,0.28500000000000003
18900,91.30116,0.29700000000000004
18930,94.31191,0.31
18960,97.31899,0.323
18990,100.3652,0.33599999999999997
19020,103.3726,0.34900000000000003
19050,106.3626,0.362
19080,109.3703,0.375
19110,112.356,0.389
19140,115.4199,0.402
19170,118.4105,0.41600000000000004
19200,121.417,0.43
19230,124.4084,0.444
19260,127.4158,0.458
19290,130.462,0.47300000000000003
19320,133.4705,0.48800000000000004
19350,136.4592,0.502
19380,139.4674,0.517
19410,142.4746,0.532
19440,145.5193,0.5479999999999999
19470,148.5277,0.5640000000000001
19500,151.5181,0.579
19530,154.5254,0.595
19560,157.5146,0.612
19590,160.5777,0.629
19620,163.5662,0.644
19650,166.5743,0.663
19680,169.5637,0.6789999999999999
19710,172.5713,0.6980000000000001
19740,175.6168,0.7180000000000001
19770,178.6237,0.734
19800,181.6124,0.754
19830,184.6199,0.773
19860,187.623,0.791
19890,190.6691,0.813
19920,193.6748,0.83
19950,196.6635,0.8490000000000001
19980,199.6717,0.871
20010,202.659,0.888
20040,205.7225,0.9099999999999999
20070,208.7129,0.929
20100,211.7203,0.947
20130,214.71,0.9680000000000001
20160,217.7167,0.989
20190,220.7604,1.01
20220,223.7681,1.03
20250,226.7566,1.0499999999999998
20280,229.6765,1.0499999999999998
20310,231.7704,1.0499999999999998
20340,235.8112,1.06
20370,238.8191,1.08
20400,241.8097,1.0899999999999999
20430,244.8181,1.1099999999999999
20460,247.8081,1.13
20490,250.8723,1.15
20520,253.8619,1.17
20550,256.8708,1.19
20580,259.8582,1.21
20610,262.8631,1.23
20640,265.91,1.25
20670,268.9165,1.27
20700,271.925,1.29
20730,274.915,1.31
20760,277.9227,1.33
20790,280.9682,1.3599999999999999
20820,283.9759,1.38
20850,286.9662,1.4
20880,289.9738,1.42
20910,292.9622,1.44
20940,296.0276,1.46
20970,299.0174,1.48
21000,302.0259,1.5
21030,305.016,1.53
21060,308.0787,1.55
21090,311.0673,1.57
21120,314.0749,1.59
21150,317.0812,1.6199999999999999
21180,320.0706,1.64
21210,323.1164,1.66
21240,326.1238,1.68
21270,329.1313,1.71
21300,332.1201,1.73
21330,335.1267,1.75
21360,338.1709,1.7799999999999998
21390,341.1736,1.7999999999999998
21420,344.1649,1.8199999999999998
21450,347.1719,1.85
21480,350.1606,1.87
21510,353.2223,1.89
21540,356.2129,1.92
21570,359.222,1.9400000000000002
21600,362.2287,1.9700000000000002
21630,365.2172,1.99
21660,368.262,2.02
21690,371.2691,2.04
21720,374.2749,2.0700000000000003
21750,377.264,2.09
21780,380.2734,2.12
21810,383.3192,2.1399999999999997
21840,386.326,2.17
21870,389.3169,2.2
21900,392.3238,2.2199999999999998
21930,395.3141,2.25
21960,398.3801,2.27
21990,401.3689,2.3
22020,404.3778,2.33
22050,407.3846,2.35
22080,410.3743,2.38
22110,413.4191,2.4099999999999997
22140,416.4238,2.44
22170,419.4328,2.46
22200,422.4212,2.4899999999999998
22230,425.4283,2.52
22260,428.4747,2.5500000000000003
22290,431.4833,2.58
22320,434.4719,2.6
22350,437.4814,2.63
22380,440.47,2.66
22410,443.5336,2.69
22440,446.5241,2.7199999999999998
22470,449.5314,2.75
22500,452.5385,2.7800000000000002
22530,455.5294,2.81
22560,458.5727,2.84
22590,461.5804,2.87
22620,464.5883,2.9000000000000004
22650,467.5771,2.9299999999999997
22680,470.5847,2.96
22710,473.6306,2.99
22740,476.6357,3.02
22770,479.627,3.05
22800,482.634,3.08
22830,485.6417,3.12
22860,488.6843,3.15
22890,491.6707,3.18
22920,494.6782,3.21
22950,497.6858,3.2399999999999998
22980,500.6737,3.28
23010,503.7199,3.31
23040,506.7267,3.3400000000000003
23070,509.7341,3.38
23100,512.7244,3.41
23130,515.73,3.44
23160,518.7749,3.48
23190,521.7817,3.51
23220,524.7708,3.55
23250,527.7785,3.58
23280,530.7853,3.6100000000000003
23310,533.8309,3.6500000000000004
23340,536.8209,3.6799999999999997
23370,539.8285,3.7199999999999998
23400,542.8378,3.76
23430,545.8276,3.79
23460,548.8742,3.8299999999999996
23490,551.8835,3.8600000000000003
23520,554.8911,3.9
23550,557.8802,3.9400000000000004
23580,560.8905,3.97
23610,563.9349,4.01
23640,566.9396,4.05
23670,569.9295,4.09
23700,572.9362,4.13
23730,575.9454,4.16
23760,578.9921,4.199999999999999
23790,581.9797,4.24
23820,584.9883,4.279999999999999
23850,587.9979,4.32
23880,590.9877,4.359999999999999
23910,594.0345,4.4
23940,597.0413,4.4399999999999995
23970,600.0503,4.48
24000,1.007762,0.004229999999999999
24030,4.013531,0.011399999999999999
24060,7.02066,0.017
24090,10.0648,0.0252
24120,13.05243,0.032600000000000004
24150,16.06089,0.039400000000000004
24180,19.06961,0.046
24210,22.05961,0.0528
24240,25.12043,0.060300000000000006
24270,28.11069,0.0675
24300,31.11584,0.075
24330,34.10628,0.0822
24360,37.10955,0.0895
24390,40.15419,0.0971
24420,43.1625,0.10700000000000001
24450,46.15003,0.117
24480,49.15583,0.127
24510,52.16498,0.13799999999999998
24540,55.21093,0.149
24570,58.21636,0.155
24600,61.20452,0.16999999999999998
24630,64.21127,0.182
24660,67.20045,0.19399999999999998
24690,70.26259,0.205
24720,73.25174,0.217
24750,76.2613,0.229
24780,79.25003,0.24
24810,82.25786,0.252
24840,85.30448,0.265
24870,88.31114,0.277
24900,91.29967,0.28900000000000003
24930,94.31114,0.302
24960,97.31827,0.314
24990,100.3647,0.327
25020,103.371,0.33999999999999997
25050,106.3605,0.353
25080,109.3698,0.36600000000000005
25110,112.3552,0.379
25140,115.4198,0.392
25170,118.4094,0.40499999999999997
25200,121.4181,0.419
25230,124.407,0.432
25260,127.4139,0.446
25290,130.4612,0.461
25320,133.4698,0.475
25350,136.4574,0.489
25380,139.4653,0.504
25410,142.4755,0.5179999999999999
25440,145.5191,0.534
25470,148.5276,0.5489999999999999
25500,151.518,0.5640000000000001
25530,154.5249,0.58
25560,157.5151,0.595
25590,160.577,0.612
25620,163.5656,0.628
25650,166.5739,0.643
25680,169.5642,0.661
25710,172.5704,0.6789999999999999
25740,175.6164,0.697
25770,178.6235,0.717
25800,181.6123,0.733
25830,184.618,0.752
25860,187.6217,0.772
25890,190.6678,0.789
25920,193.6736,0.808
25950,196.662,0.827
25980,199.6714,0.844
26010,202.6591,0.865
26040,205.723,0.886
26070,208.7133,0.902
26100,211.7211,0.925
26130,214.7085,0.9430000000000001
26160,217.7164,0.963
26190,220.7596,0.986
26220,223.7679,1.0
26250,226.757,1.02
26280,229.7652,1.04
26310,232.7837,1.0499999999999998
26340,235.8099,1.03
26370,238.8199,1.0499999999999998
26400,241.8082,1.0699999999999998
26430,244.8177,1.0899999999999999
26460,247.8085,1.1099999999999999
26490,250.8714,1.13
26520,253.8628,1.15
26550,256.8712,1.16
26580,259.8591,1.18
26610,262.8629,1.2
26640,265.9099,1.22
26670,268.9171,1.24
26700,271.9249,1.26
26730,274.9148,1.28
26760,277.9224,1.3
26790,280.9678,1.32
26820,283.9772,1.34
26850,286.9673,1.37
26880,289.9745,1.3900000000000001
26910,292.9641,1.4100000000000001
26940,296.028,1.4300000000000002
26970,299.0177,1.4500000000000002
27000,302.0255,1.47
27030,305.0144,1.49
27060,308.0782,1.51
27090,311.0661,1.54
27120,314.0742,1.56
27150,317.0797,1.5799999999999998
27180,320.0701,1.5999999999999999
27210,323.1155,1.6199999999999999
27240,326.1226,1.6500000000000001
27270,329.1299,1.6700000000000002
27300,332.1197,1.69
27330,335.1266,1.71
27360,338.1697,1.74
27390,341.1758,1.76
27420,344.1635,1.7799999999999998
27450,347.1711,1.81
27480,350.1595,1.83
27510,353.2224,1.85
27540,356.2116,1.88
27570,359.2191,1.9
27600,362.2278,1.92
27630,365.2182,1.95
27660,368.2616,1.9700000000000002
27690,371.2701,2.0
27720,374.2759,2.02
27750,377.264,2.05
27780,380.2738,2.0700000000000003
27810,383.3179,2.0999999999999996
27840,386.3258,2.12
27870,389.317,2.1500000000000004
27900,392.3233,2.17
27930,395.3142,2.2
27960,398.3801,2.23
27990,401.3667,2.25
28020,404.377,2.2800000000000002
28050,407.3847,2.3
28080,410.3732,2.33
28110,413.4193,2.36
28140,416.4242,2.38
28170,419.4324,2.4099999999999997
28200,422.4216,2.44
28230,425.4275,2.47
28260,428.4749,2.4899999999999998
28290,431.4815,2.52
28320,434.4727,2.5500000000000003
28350,437.4822,2.58
28380,440.4706,2.61
28410,443.5344,2.63
28440,446.5242,2.66
28470,449.531,2.69
28500,452.5405,2.7199999999999998
28530,455.528,2.75
28560,458.5727,2.7800000000000002
28590,461.5811,2.81
28620,464.5887,2.84
28650,467.5767,2.87
28680,470.5837,2.9000000000000004
28710,473.6303,2.9299999999999997
28740,476.6362,2.96
28770,479.6262,2.99
28800,482.634,3.02
28830,485.6416,3.05
28860,488.6853,3.08
28890,491.6709,3.11
28920,494.6786,3.15
28950,497.6843,3.18
28980,500.6728,3.21
29010,503.7192,3.2399999999999998
29040,506.7245,3.27
29070,509.7322,3.31
29100,512.7237,3.3400000000000003
29130,515.7302,3.37
29160,518.7762,3.41
29190,521.7833,3.44
29220,524.7711,3.4699999999999998
29250,527.7794,3.51
29280,530.7861,3.54
29310,533.8317,3.58
29340,536.8212,3.6100000000000003
29370,539.8278,3.6399999999999997
29400,542.8394,3.6799999999999997
29430,545.8276,3.71
29460,548.8738,3.75
29490,551.8839,3.79
29520,554.8907,3.82
29550,557.8806,3.8600000000000003
29580,560.8909,3.89
29610,563.9342,3.9299999999999997
29640,566.9388,3.97
29670,569.9292,4.01
29700,572.9357,4.04
29730,575.9448,4.08
29760,578.9898,4.12
29790,581.98,4.16
29820,584.989,4.199999999999999
29850,587.9985,4.23
29880,590.9869,4.27
29910,594.0336,4.3100000000000005
29940,597.0418,4.35
29970,600.0496,4.390000000000001
30000,1.008198,0.0031
30030,4.014071,0.0101
30060,7.020038,0.015
30090,10.06687,0.0219
30120,13.05425,0.0285
30150,16.06352,0.035
30180,19.07143,0.0419
30210,22.06,0.0489
30240,25.12105,0.0561
30270,28.11227,0.0631
30300,31.11853,0.07
30330,34.10671,0.0766
30360,37.11141,0.0847
30390,40.15579,0.09419999999999999
30420,43.16273,0.10400000000000001
30450,46.153,0.114
30480,49.15911,0.124
30510,52.16812,0.135
30540,55.21193,0.145
30570,58.21743,0.151
30600,61.20604,0.166
30630,64.21288,0.17700000000000002
30660,67.20296,0.188
30690,70.26511,0.19999999999999998
30720,73.25343,0.211
30750,76.26236,0.222
30780,79.25056,0.233
30810,82.25896,0.245
30840,85.30547,0.257
30870,88.31168,0.26899999999999996
30900,91.30253,0.28099999999999997
30930,94.31321,0.293
30960,97.31996,0.305
30990,100.3648,0.317
31020,103.3727,0.33
31050,106.3617,0.342
31080,109.3707,0.355
31110,112.3564,0.368
31140,115.4196,0.38
31170,118.4092,0.394
31200,121.4171,0.406
31230,124.4079,0.419
31260,127.4145,0.43300000000000005
31290,130.4613,0.447
31320,133.471,0.45999999999999996
31350,136.4589,0.474
31380,139.4657,0.489
31410,142.4766,0.502
31440,145.5199,0.517
31470,148.5282,0.532
31500,151.5185,0.546
31530,154.526,0.5619999999999999
31560,157.5154,0.576
31590,160.5777,0.592
31620,163.5663,0.6080000000000001
